zip,city,region,district
30205,Thai Nguyen,East,District #09
30206,Hanoi,East,District #09
30212,Phu Ly,East,District #09
30213,Hanoi,East,District #09
30214,Son Tay,East,District #09
30215,Hai Phong,East,District #09
30216,Bac Ninh,East,District #09
30217,Hai Phong,East,District #09
30218,Bac Ninh,East,District #09
30219,Uong Bi,East,District #09
30220,Hai Phong,East,District #09
30222,Cam Pha,East,District #09
30223,Phu Ly,East,District #09
30224,Bac Giang,East,District #09
30228,Hai Phong,East,District #09
30229,Viet Tri,East,District #09
30230,Ha Long,East,District #09
30233,Hanoi,East,District #09
30234,Bac Giang,East,District #09
30236,Nam Dinh,East,District #09
30237,Hanoi,East,District #09
30238,Phu Ly,East,District #09
30240,Uong Bi,East,District #09
30241,Lao Cai,East,District #09
30248,Bac Giang,East,District #09
30250,Bac Giang,East,District #09
30251,Ninh Binh,East,District #09
30252,Hai Phong,East,District #09
30253,Bac Ninh,East,District #09
30256,Ninh Binh,East,District #09
30257,Thai Nguyen,East,District #09
30258,Lao Cai,East,District #09
30259,Nam Dinh,East,District #09
30260,Bac Ninh,East,District #09
30261,Lao Cai,East,District #09
30263,Nam Dinh,East,District #09
30264,Son Tay,East,District #09
30265,Hanoi,East,District #09
30266,Nam Dinh,East,District #09
30268,Uong Bi,East,District #09
30269,Uong Bi,East,District #09
30270,Lao Cai,East,District #09
30271,Son Tay,East,District #09
30272,Viet Tri,East,District #09
30273,Viet Tri,East,District #09
30274,Thai Nguyen,East,District #09
30275,Ninh Binh,East,District #09
30276,Viet Tri,East,District #09
30277,Hanoi,East,District #09
30281,Ninh Binh,East,District #09
30284,Bac Ninh,East,District #09
30285,Bac Giang,East,District #09
30286,Bac Giang,East,District #09
30287,Ninh Binh,East,District #09
30288,Nam Dinh,East,District #09
30289,Bac Ninh,East,District #09
30290,Hanoi,East,District #09
30291,Thai Nguyen,East,District #09
30292,Hai Phong,East,District #09
30293,Uong Bi,East,District #09
30294,Lao Cai,East,District #09
30295,Bac Giang,East,District #09
30296,Lao Cai,East,District #09
30297,Son Tay,East,District #09
30298,Hanoi,East,District #09
30412,Cam Pha,East,District #09
30445,Cam Pha,East,District #09
30454,Bac Ninh,East,District #09
30457,Ninh Binh,East,District #09
30470,Bac Ninh,East,District #09
30473,Hanoi,East,District #09
30501,Cam Pha,East,District #09
30502,Ha Long,East,District #09
30503,Thai Nguyen,East,District #09
30504,Cam Pha,East,District #09
30506,Phu Ly,East,District #09
30507,Nam Dinh,East,District #09
30510,Bac Ninh,East,District #09
30511,Hanoi,East,District #09
30512,Bac Ninh,East,District #09
30513,Uong Bi,East,District #09
30514,Uong Bi,East,District #09
30515,Thai Nguyen,East,District #09
30517,Hanoi,East,District #09
30518,Uong Bi,East,District #09
30519,Viet Tri,East,District #09
30521,Hai Phong,East,District #09
30522,Cam Pha,East,District #09
30523,Hai Phong,East,District #09
30527,Bac Giang,East,District #09
30528,Uong Bi,East,District #09
30529,Phu Ly,East,District #09
30530,Viet Tri,East,District #09
30531,Phu Ly,East,District #09
30533,Nam Dinh,East,District #09
30534,Ninh Binh,East,District #09
30535,Thai Nguyen,East,District #09
30536,Bac Ninh,East,District #09
30539,Ninh Binh,East,District #09
30540,Thai Nguyen,East,District #09
30541,Hai Phong,East,District #09
30542,Phu Ly,East,District #09
30543,Viet Tri,East,District #09
30545,Uong Bi,East,District #09
30546,Ha Long,East,District #09
30547,Uong Bi,East,District #09
30548,Ha Long,East,District #09
30549,Cam Pha,East,District #09
30552,Cam Pha,East,District #09
30554,Phu Ly,East,District #09
30555,Son Tay,East,District #09
30558,Ha Long,East,District #09
30559,Hai Phong,East,District #09
30560,Cam Pha,East,District #09
30563,Son Tay,East,District #09
30564,Ha Long,East,District #09
30565,Bac Giang,East,District #09
30566,Bac Ninh,East,District #09
30567,Thai Nguyen,East,District #09
30571,Viet Tri,East,District #09
30572,Thai Nguyen,East,District #09
30573,Bac Giang,East,District #09
30575,Ninh Binh,East,District #09
30576,Bac Ninh,East,District #09
30580,Hanoi,East,District #09
30581,Lao Cai,East,District #09
30582,Nam Dinh,East,District #09
30597,Phu Ly,East,District #09
30599,Phu Ly,East,District #09
30601,Cam Pha,East,District #09
30602,Hai Phong,East,District #09
30603,Son Tay,East,District #09
30604,Viet Tri,East,District #09
30605,Bac Ninh,East,District #09
30606,Ninh Binh,East,District #09
30607,Ninh Binh,East,District #09
30608,Phu Ly,East,District #09
30609,Ha Long,East,District #09
30612,Uong Bi,East,District #09
30619,Thai Nguyen,East,District #09
30620,Hai Phong,East,District #09
30621,Thai Nguyen,East,District #09
30622,Hai Phong,East,District #09
30623,Hai Phong,East,District #09
30624,Phu Ly,East,District #09
30625,Cam Pha,East,District #09
30627,Bac Ninh,East,District #09
30628,Ha Long,East,District #09
30629,Phu Ly,East,District #09
30630,Uong Bi,East,District #09
30633,Uong Bi,East,District #09
30638,Ha Long,East,District #09
30639,Hai Phong,East,District #09
30641,Hai Phong,East,District #09
30642,Hanoi,East,District #09
30645,Son Tay,East,District #09
30646,Bac Ninh,East,District #09
30647,Viet Tri,East,District #09
30648,Son Tay,East,District #09
30650,Son Tay,East,District #09
30655,Thai Nguyen,East,District #09
30656,Bac Giang,East,District #09
30660,Bac Giang,East,District #09
30662,Hanoi,East,District #09
30663,Phu Ly,East,District #09
30665,Uong Bi,East,District #09
30666,Bac Ninh,East,District #09
30667,Cam Pha,East,District #09
30669,Phu Ly,East,District #09
30671,Hanoi,East,District #09
30677,Viet Tri,East,District #09
30678,Lao Cai,East,District #09
30680,Phu Ly,East,District #09
30683,Uong Bi,East,District #09
30701,Hai Phong,East,District #09
30703,Phu Ly,East,District #09
30705,Phu Ly,East,District #09
30708,Bac Giang,East,District #09
30711,Uong Bi,East,District #09
30719,Uong Bi,East,District #09
30720,Hai Phong,East,District #09
30721,Nam Dinh,East,District #09
30722,Ninh Binh,East,District #09
30724,Son Tay,East,District #09
30728,Nam Dinh,East,District #09
30730,Bac Ninh,East,District #09
30731,Lao Cai,East,District #09
30732,Ha Long,East,District #09
30733,Nam Dinh,East,District #09
30734,Hanoi,East,District #09
30735,Nam Dinh,East,District #09
30740,Uong Bi,East,District #09
30746,Thai Nguyen,East,District #09
30747,Son Tay,East,District #09
30751,Lao Cai,East,District #09
30753,Lao Cai,East,District #09
31002,Phu Ly,East,District #09
31003,Viet Tri,East,District #09
31004,Cam Pha,East,District #09
31005,Son Tay,East,District #09
31006,Hai Phong,East,District #09
31007,Phu Ly,East,District #09
31008,Hai Phong,East,District #09
31009,Thai Nguyen,East,District #09
31012,Nam Dinh,East,District #09
31013,Uong Bi,East,District #09
31014,Ninh Binh,East,District #09
31016,Hai Phong,East,District #09
31017,Uong Bi,East,District #09
31019,Nam Dinh,East,District #09
31020,Hai Phong,East,District #09
31021,Bac Ninh,East,District #09
31022,Uong Bi,East,District #09
31023,Ha Long,East,District #09
31024,Bac Ninh,East,District #09
31025,Son Tay,East,District #09
31026,Thai Nguyen,East,District #09
31027,Son Tay,East,District #09
31028,Ninh Binh,East,District #09
31029,Bac Ninh,East,District #09
31030,Uong Bi,East,District #09
31031,Viet Tri,East,District #09
31032,Bac Giang,East,District #09
31033,Bac Ninh,East,District #09
31034,Thai Nguyen,East,District #09
31035,Hai Phong,East,District #09
31036,Hanoi,East,District #09
31038,Thai Nguyen,East,District #09
31039,Ninh Binh,East,District #09
31040,Nam Dinh,East,District #09
31041,Ha Long,East,District #09
31042,Thai Nguyen,East,District #09
31044,Uong Bi,East,District #09
31046,Nam Dinh,East,District #09
31047,Nam Dinh,East,District #09
31050,Hai Phong,East,District #09
31052,Thai Nguyen,East,District #09
31054,Nam Dinh,East,District #09
31057,Ninh Binh,East,District #09
31058,Lao Cai,East,District #09
31059,Bac Ninh,East,District #09
31061,Hai Phong,East,District #09
31062,Hai Phong,East,District #09
31063,Thai Nguyen,East,District #09
31064,Bac Giang,East,District #09
31065,Cam Pha,East,District #09
31066,Thai Nguyen,East,District #09
31067,Thai Nguyen,East,District #09
31068,Nam Dinh,East,District #09
31069,Cam Pha,East,District #09
31070,Viet Tri,East,District #09
31075,Hanoi,East,District #09
31076,Bac Giang,East,District #09
31078,Viet Tri,East,District #09
31081,Viet Tri,East,District #09
31082,Cam Pha,East,District #09
31085,Cam Pha,East,District #09
31086,Viet Tri,East,District #09
31087,Bac Ninh,East,District #09
31088,Cam Pha,East,District #09
31089,Thai Nguyen,East,District #09
31090,Bac Giang,East,District #09
31091,Hai Phong,East,District #09
31093,Thai Nguyen,East,District #09
31095,Hai Phong,East,District #09
31096,Nam Dinh,East,District #09
31097,Bac Ninh,East,District #09
31098,Cam Pha,East,District #09
31099,Son Tay,East,District #09
31144,Hanoi,East,District #09
31169,Lao Cai,East,District #09
31201,Thai Nguyen,East,District #09
31202,Phu Ly,East,District #09
31203,Viet Tri,East,District #09
31204,Son Tay,East,District #09
31205,Hai Phong,East,District #09
31206,Son Tay,East,District #09
31207,Hanoi,East,District #09
31208,Lao Cai,East,District #09
31209,Viet Tri,East,District #09
31210,Bac Giang,East,District #09
31211,Bac Ninh,East,District #09
31213,Hai Phong,East,District #09
31216,Ninh Binh,East,District #09
31217,Phu Ly,East,District #09
31220,Son Tay,East,District #09
31221,Phu Ly,East,District #09
31294,Son Tay,East,District #09
31295,Lao Cai,East,District #09
31296,Bac Ninh,East,District #09
31297,Viet Tri,East,District #09
31711,Nam Dinh,East,District #09
31719,Ninh Binh,East,District #09
31780,Uong Bi,East,District #09
31801,Bac Giang,East,District #09
31803,Uong Bi,East,District #09
31804,Nam Dinh,East,District #09
31805,Uong Bi,East,District #09
31806,Bac Giang,East,District #09
31807,Thai Nguyen,East,District #09
31808,Son Tay,East,District #09
31810,Hanoi,East,District #09
31811,Phu Ly,East,District #09
31812,Ha Long,East,District #09
31814,Nam Dinh,East,District #09
31815,Ha Long,East,District #09
31816,Hai Phong,East,District #09
31820,Hai Phong,East,District #09
31821,Ninh Binh,East,District #09
31822,Lao Cai,East,District #09
31823,Uong Bi,East,District #09
31824,Hanoi,East,District #09
31825,Lao Cai,East,District #09
31826,Uong Bi,East,District #09
31827,Cam Pha,East,District #09
31829,Son Tay,East,District #09
31830,Bac Ninh,East,District #09
31831,Bac Ninh,East,District #09
31832,Phu Ly,East,District #09
31833,Cam Pha,East,District #09
31836,Phu Ly,East,District #09
31901,Viet Tri,East,District #09
31902,Ninh Binh,East,District #09
31903,Thai Nguyen,East,District #09
31904,Hai Phong,East,District #09
31905,Bac Giang,East,District #09
31906,Viet Tri,East,District #09
31907,Ninh Binh,East,District #09
31908,Nam Dinh,East,District #09
31909,Phu Ly,East,District #09
31914,Ninh Binh,East,District #09
31917,Ninh Binh,East,District #09
31993,Ninh Binh,East,District #09
31995,Son Tay,East,District #09
31997,Viet Tri,East,District #09
31998,Bac Ninh,East,District #09
31999,Bac Giang,East,District #09
39901,Phu Ly,East,District #09
30301,Nam Dinh,East,District #09
30302,Uong Bi,East,District #09
30303,Uong Bi,East,District #09
30304,Viet Tri,East,District #09
30305,Bac Ninh,East,District #09
30306,Phu Ly,East,District #09
30307,Hai Phong,East,District #09
30308,Phu Ly,East,District #09
30309,Ninh Binh,East,District #09
30310,Lao Cai,East,District #09
30311,Lao Cai,East,District #09
30312,Thai Nguyen,East,District #09
30313,Hanoi,East,District #09
30314,Viet Tri,East,District #09
30315,Hai Phong,East,District #09
30316,Nam Dinh,East,District #09
30317,Viet Tri,East,District #09
30318,Uong Bi,East,District #09
30319,Uong Bi,East,District #09
30320,Phu Ly,East,District #09
30321,Ha Long,East,District #09
30322,Ninh Binh,East,District #09
30324,Uong Bi,East,District #09
30325,Bac Ninh,East,District #09
30326,Bac Giang,East,District #09
30327,Cam Pha,East,District #09
30328,Cam Pha,East,District #09
30329,Thai Nguyen,East,District #09
30330,Nam Dinh,East,District #09
30331,Ha Long,East,District #09
30332,Thai Nguyen,East,District #09
30333,Nam Dinh,East,District #09
30334,Cam Pha,East,District #09
30336,Lao Cai,East,District #09
30337,Hai Phong,East,District #09
30338,Thai Nguyen,East,District #09
30339,Hanoi,East,District #09
30340,Son Tay,East,District #09
30341,Viet Tri,East,District #09
30342,Nam Dinh,East,District #09
30343,Bac Ninh,East,District #09
30344,Phu Ly,East,District #09
30345,Son Tay,East,District #09
30346,Uong Bi,East,District #09
30348,Nam Dinh,East,District #09
30349,Viet Tri,East,District #09
30350,Viet Tri,East,District #09
30353,Viet Tri,East,District #09
30354,Hanoi,East,District #09
30355,Viet Tri,East,District #09
30356,Hanoi,East,District #09
30357,Lao Cai,East,District #09
30358,Lao Cai,East,District #09
30359,Cam Pha,East,District #09
30360,Viet Tri,East,District #09
30361,Hanoi,East,District #09
30362,Lao Cai,East,District #09
30363,Nam Dinh,East,District #09
30364,Nam Dinh,East,District #09
30366,Viet Tri,East,District #09
30368,Son Tay,East,District #09
30369,Bac Giang,East,District #09
30370,Cam Pha,East,District #09
30371,Cam Pha,East,District #09
30374,Thai Nguyen,East,District #09
30375,Uong Bi,East,District #09
30377,Son Tay,East,District #09
30378,Bac Ninh,East,District #09
30380,Phu Ly,East,District #09
30384,Phu Ly,East,District #09
30385,Ninh Binh,East,District #09
30388,Phu Ly,East,District #09
30392,Lao Cai,East,District #09
30394,Phu Ly,East,District #09
30396,Son Tay,East,District #09
30398,Phu Ly,East,District #09
30399,Ninh Binh,East,District #09
31106,Lao Cai,East,District #09
31107,Son Tay,East,District #09
31119,Uong Bi,East,District #09
31126,Viet Tri,East,District #09
31131,Son Tay,East,District #09
31136,Bac Ninh,East,District #09
31139,Hai Phong,East,District #09
31141,Lao Cai,East,District #09
31145,Uong Bi,East,District #09
31146,Bac Ninh,East,District #09
31150,Phu Ly,East,District #09
31156,Hanoi,East,District #09
31192,Bac Giang,East,District #09
31193,Nam Dinh,East,District #09
31195,Thai Nguyen,East,District #09
31196,Son Tay,East,District #09
6001,Cam Pha,East,District #02
6002,Hai Phong,East,District #02
6006,Bac Ninh,East,District #02
6010,Nam Dinh,East,District #02
6011,Lao Cai,East,District #02
6013,Thai Nguyen,East,District #02
6016,Thai Nguyen,East,District #02
6018,Thai Nguyen,East,District #02
6019,Ha Long,East,District #02
6020,Phu Ly,East,District #02
6021,Uong Bi,East,District #02
6022,Bac Giang,East,District #02
6023,Bac Ninh,East,District #02
6024,Viet Tri,East,District #02
6025,Hai Phong,East,District #02
6026,Son Tay,East,District #02
6027,Cam Pha,East,District #02
6028,Nam Dinh,East,District #02
6029,Cam Pha,East,District #02
6030,Ninh Binh,East,District #02
6031,Ha Long,East,District #02
6032,Cam Pha,East,District #02
6033,Uong Bi,East,District #02
6034,Ninh Binh,East,District #02
6035,Cam Pha,East,District #02
6037,Phu Ly,East,District #02
6039,Phu Ly,East,District #02
6040,Lao Cai,East,District #02
6041,Bac Ninh,East,District #02
6042,Viet Tri,East,District #02
6043,Nam Dinh,East,District #02
6045,Ninh Binh,East,District #02
6050,Son Tay,East,District #02
6051,Thai Nguyen,East,District #02
6052,Cam Pha,East,District #02
6053,Ninh Binh,East,District #02
6057,Hanoi,East,District #02
6058,Viet Tri,East,District #02
6059,Ninh Binh,East,District #02
6060,Lao Cai,East,District #02
6061,Ha Long,East,District #02
6062,Phu Ly,East,District #02
6063,Ninh Binh,East,District #02
6064,Hanoi,East,District #02
6065,Viet Tri,East,District #02
6066,Uong Bi,East,District #02
6067,Son Tay,East,District #02
6069,Hanoi,East,District #02
6070,Son Tay,East,District #02
6071,Cam Pha,East,District #02
6072,Nam Dinh,East,District #02
6073,Bac Ninh,East,District #02
6074,Phu Ly,East,District #02
6075,Son Tay,East,District #02
6076,Thai Nguyen,East,District #02
6077,Son Tay,East,District #02
6078,Uong Bi,East,District #02
6080,Ha Long,East,District #02
6081,Uong Bi,East,District #02
6082,Ninh Binh,East,District #02
6083,Hanoi,East,District #02
6084,Hai Phong,East,District #02
6085,Hanoi,East,District #02
6087,Cam Pha,East,District #02
6088,Hanoi,East,District #02
6089,Son Tay,East,District #02
6090,Hai Phong,East,District #02
6091,Hai Phong,East,District #02
6092,Nam Dinh,East,District #02
6093,Phu Ly,East,District #02
6094,Lao Cai,East,District #02
6095,Nam Dinh,East,District #02
6096,Cam Pha,East,District #02
6098,Phu Ly,East,District #02
6101,Ninh Binh,East,District #02
6102,Ha Long,East,District #02
6103,Ninh Binh,East,District #02
6104,Lao Cai,East,District #02
6105,Phu Ly,East,District #02
6106,Cam Pha,East,District #02
6107,Bac Ninh,East,District #02
6108,Lao Cai,East,District #02
